payload_kg,joint,official_max_abs_nm,improved_max_abs_nm,delta_max_abs_nm,delta_pct_max_abs_nm,official_p95_abs_nm,improved_p95_abs_nm,delta_p95_abs_nm,delta_pct_p95_abs_nm,official_mean_abs_nm,improved_mean_abs_nm,delta_mean_abs_nm,delta_pct_mean_abs_nm,official_rms_nm,improved_rms_nm,delta_rms_nm,delta_pct_rms_nm
0.0,shoulder_pan,2.663062783742152e-06,2.5986822560579957e-06,-6.438052768415609e-08,-2.4175369832508453,1.936262139123901e-06,1.8896302503980215e-06,-4.663188872587945e-08,-2.408345842416715,6.578633959296266e-07,6.426958420394247e-07,-1.516755389020189e-08,-2.305578024867705,8.94671069596981e-07,8.73761696936428e-07,-2.0909372660552918e-08,-2.3371016869889294
0.0,shoulder_lift,0.8633897914201527,0.8453110233574423,-0.01807876806271036,-2.0939288653127774,0.7910823282152111,0.7737408874351881,-0.017341440780022976,-2.192115809127937,0.3689259409181738,0.36117413553436517,-0.007751805383808652,-2.101181978289779,0.44838992367768055,0.43884524690917964,-0.009544676768500904,-2.1286554992618334
0.0,elbow_flex,0.452877871766278,0.4528778717662779,-5.551115123125783e-17,-1.1102230246251565e-14,0.43745122412297605,0.43745122412297605,0.0,0.0,0.2658303756491329,0.2658303756491329,0.0,0.0,0.2956226848186617,0.2956226848186618,5.551115123125783e-17,2.220446049250313e-14
0.0,wrist_flex,0.11707563389808942,0.11707563389808942,0.0,0.0,0.11665202129539598,0.11665202129539602,4.163336342344337e-17,4.440892098500626e-14,0.07377988809801828,0.07377988809801828,0.0,0.0,0.08217351575056456,0.08217351575056457,1.3877787807814457e-17,2.220446049250313e-14
0.0,wrist_roll,0.0023797543999647553,0.002379754399964752,-3.469446951953614e-18,-1.4432899320127035e-13,0.0022130357150254385,0.0022130357150254385,0.0,0.0,0.0010379672177136725,0.0010379672177136727,2.168404344971009e-19,2.220446049250313e-14,0.0012444524662580056,0.0012444524662580056,0.0,0.0
0.05,shoulder_pan,3.229383070436836e-06,3.1650025427535306e-06,-6.438052768330524e-08,-1.9935859660834998,2.317638146379057e-06,2.2749803621591756e-06,-4.265778421988149e-08,-1.8405713716149963,7.859427695187817e-07,7.709768130525112e-07,-1.496595646627049e-08,-1.9042043577083723,1.0738680566048308e-06,1.0537571956809014e-06,-2.0110860923929386e-08,-1.8727497107523972
0.05,shoulder_lift,1.0639180870277225,1.0458393189650121,-0.01807876806271036,-1.6992631559838545,0.9653226866636265,0.9485242492261793,-0.016798437437447244,-1.740188816602506,0.4495591704254829,0.44301193345288914,-0.00654723697259374,-1.4563682387787047,0.5460894997690335,0.5371281213628069,-0.008961378406226683,-1.6410091038221553
0.05,elbow_flex,0.5972073548818386,0.5972073548818386,0.0,0.0,0.5748792147078771,0.5748792147078771,0.0,0.0,0.3450619183530739,0.345061918353074,5.551115123125783e-17,2.220446049250313e-14,0.38421056618913574,0.38421056618913574,0.0,0.0
0.05,wrist_flex,0.19515643369395358,0.19515643369395358,0.0,0.0,0.19449618108394767,0.19449618108394773,5.551115123125783e-17,2.220446049250313e-14,0.12295521760651751,0.12295521760651754,2.7755575615628914e-17,2.220446049250313e-14,0.13699015293650968,0.1369901529365097,2.7755575615628914e-17,2.220446049250313e-14
0.05,wrist_roll,0.0015005085816623474,0.0015005085816623466,-8.673617379884035e-19,-5.551115123125783e-14,0.0013952901853127096,0.0013952901853127096,0.0,0.0,0.00065400979020865,0.0006540097902086501,1.0842021724855044e-19,2.220446049250313e-14,0.0007837035765209283,0.0007837035765209283,0.0,0.0
0.1,shoulder_pan,3.79570335713152e-06,3.7313228294490654e-06,-6.43805276824544e-08,-1.6961422330723952,2.7149228832531465e-06,2.669420110751283e-06,-4.550277250186334e-08,-1.676024493459638,9.156722604765112e-07,9.014454547446509e-07,-1.4226805731860335e-08,-1.5537006356899807,1.2564135930112385e-06,1.236921656917079e-06,-1.9491936094159524e-08,-1.5513948752690077
0.1,shoulder_lift,1.2644463826352923,1.246367614572582,-0.01807876806271036,-1.4297773563977878,1.143133042249366,1.1268303812335212,-0.016302661015844766,-1.4261385519716674,0.533726383303784,0.5279489819250603,-0.005777401378723623,-1.0824650156811333,0.6459801719001205,0.6374515741689688,-0.008528597731151666,-1.3202568905582912
0.1,elbow_flex,0.7415368379973993,0.7415368379973992,-1.1102230246251565e-16,-1.1102230246251565e-14,0.7126100998961038,0.7126100998961039,1.1102230246251565e-16,2.220446049250313e-14,0.4252020048995449,0.4252020048995449,0.0,0.0,0.4738177451662838,0.4738177451662838,0.0,0.0
0.1,wrist_flex,0.2733032119869888,0.2733032119869889,1.1102230246251565e-16,4.440892098500626e-14,0.2724157124857843,0.27241571248578433,5.551115123125783e-17,2.220446049250313e-14,0.17215348541485284,0.17215348541485287,2.7755575615628914e-17,2.220446049250313e-14,0.1918280006612477,0.19182800066124772,2.7755575615628914e-17,2.220446049250313e-14
0.1,wrist_roll,0.005374672731347111,0.005374672731347118,6.938893903907228e-18,1.3322676295501878e-13,0.0050051482665839225,0.005005148266583921,-1.734723475976807e-18,-3.3306690738754696e-14,0.002344783178186466,0.002344783178186466,0.0,0.0,0.002809329383343583,0.0028093293833435836,4.336808689942018e-19,2.220446049250313e-14
0.2,shoulder_pan,4.928343930520888e-06,4.863963402840135e-06,-6.438052768075271e-08,-1.3063318751365682,3.5020113124926065e-06,3.4595264632579097e-06,-4.2484849234696744e-08,-1.2131556823686385,1.1829029032257501e-06,1.1701983181438947e-06,-1.2704585081855474e-08,-1.0740175755094006,1.6270276102672586e-06,1.6084140641042688e-06,-1.8613546162989817e-08,-1.1440215301529055
0.2,shoulder_lift,1.6662529339550063,1.6482427262350074,-0.01801020771999884,-1.0808807806417464,1.5021141442239156,1.4856000001224405,-0.016514144101475114,-1.0993934225955515,0.7070062598269599,0.701988401067329,-0.0050178587596309,-0.7097332859342775,0.8492307883206645,0.8412904127573361,-0.007940375563328383,-0.9350079710405135
0.2,elbow_flex,1.0301958042285206,1.0301958042285206,0.0,0.0,0.9893593258123515,0.9893593258123514,-1.1102230246251565e-16,-1.1102230246251565e-14,0.5867516785428872,0.5867516785428873,1.1102230246251565e-16,2.220446049250313e-14,0.6544125424943656,0.6544125424943659,2.220446049250313e-16,4.440892098500626e-14
