payload_kg,joint,official_max_abs_nm,improved_max_abs_nm,delta_max_abs_nm,delta_pct_max_abs_nm,official_p95_abs_nm,improved_p95_abs_nm,delta_p95_abs_nm,delta_pct_p95_abs_nm,official_mean_abs_nm,improved_mean_abs_nm,delta_mean_abs_nm,delta_pct_mean_abs_nm,official_rms_nm,improved_rms_nm,delta_rms_nm,delta_pct_rms_nm
0.0,shoulder_pan,2.6524373208940306e-06,2.6099844998000304e-06,-4.24528210940002e-08,-1.6005211795048546,1.9056863804346562e-06,1.8752200717582664e-06,-3.046630867638983e-08,-1.5987052743401065,6.532847730302114e-07,6.432967514413854e-07,-9.988021588826037e-09,-1.5288924525972636,8.849509086036561e-07,8.7133262912897e-07,-1.3618279474686147e-08,-1.538874003324564
0.0,shoulder_lift,0.8631166192684092,0.8512134275533656,-0.011903191715043615,-1.3790942555518049,0.7912413298798282,0.7795282369771045,-0.01171309290272371,-1.4803439178919908,0.36814128869146784,0.36298633010061543,-0.00515495859085241,-1.4002663513172697,0.44595927276650066,0.43967091104109257,-0.006288361725408087,-1.410075338583805
0.0,elbow_flex,0.45286731648474404,0.45286731648474415,1.1102230246251565e-16,2.220446049250313e-14,0.437202078336738,0.437202078336738,0.0,0.0,0.26346465545986664,0.26346465545986664,0.0,0.0,0.2939407340616809,0.293940734061681,5.551115123125783e-17,2.220446049250313e-14
0.0,wrist_flex,0.11707638957986917,0.1170763895798692,2.7755575615628914e-17,2.220446049250313e-14,0.11666842059166746,0.11666842059166746,0.0,0.0,0.0741211142552601,0.0741211142552601,0.0,0.0,0.0825618049513474,0.0825618049513474,0.0,0.0
0.0,wrist_roll,0.0023797439502423207,0.0023797439502423207,0.0,0.0,0.0022235036943786743,0.0022235036943786743,0.0,0.0,0.0010469284657388816,0.0010469284657388816,0.0,0.0,0.0012534912062000488,0.0012534912062000488,0.0,0.0
0.05,shoulder_pan,3.2169231381911304e-06,3.174470317095641e-06,-4.245282109548928e-08,-1.3196716014595378,2.2953488725380613e-06,2.264631812053784e-06,-3.071706048427714e-08,-1.3382305780084813,7.808070341505475e-07,7.709613949554554e-07,-9.845639195092078e-09,-1.2609567747815298,1.0628485949087648e-06,1.049768548643401e-06,-1.308004626536374e-08,-1.230659411699797
0.05,shoulder_lift,1.0633014735881732,1.0513176667106714,-0.01198380687750178,-1.1270375500432417,0.9637928850582199,0.9528963964274049,-0.010896488630815049,-1.130584049721095,0.44867164579286123,0.4442705731827899,-0.004401072610071333,-0.9809116870521328,0.5432694760092631,0.5373674081132148,-0.005902067896048302,-1.0863978479710656
0.05,elbow_flex,0.5971653379563974,0.5971653379563976,2.220446049250313e-16,4.440892098500626e-14,0.5746347402480596,0.5746347402480598,2.220446049250313e-16,4.440892098500626e-14,0.3421401031051447,0.3421401031051447,0.0,0.0,0.38222555526349217,0.38222555526349217,0.0,0.0
0.05,wrist_flex,0.1951567131782664,0.19515671317826638,-2.7755575615628914e-17,-1.1102230246251565e-14,0.19450190362154313,0.19450190362154313,0.0,0.0,0.12359582207906379,0.1235958220790638,1.3877787807814457e-17,2.220446049250313e-14,0.13766031696639158,0.13766031696639158,0.0,0.0
0.05,wrist_roll,0.0015005797573983317,0.0015005797573983326,8.673617379884035e-19,6.661338147750939e-14,0.0014047233681427625,0.001404723368142766,3.469446951953614e-18,2.4424906541753444e-13,0.0006593981803968836,0.0006593981803968837,1.0842021724855044e-19,2.220446049250313e-14,0.0007901555981420673,0.0007901555981420674,1.0842021724855044e-19,2.220446049250313e-14
0.1,shoulder_pan,3.78140895548823e-06,3.7389561343912517e-06,-4.2452821096978366e-08,-1.1226720409429292,2.6852616379497992e-06,2.6588717552826932e-06,-2.6389882667106006e-08,-0.9827676489377324,9.100648596359152e-07,9.007190161735126e-07,-9.345843462402508e-09,-1.026942570460465,1.2441751500425873e-06,1.2315125269685594e-06,-1.2662623074027868e-08,-1.01775245017508
0.1,shoulder_lift,1.2640933978175735,1.2521095909400717,-0.01198380687750178,-0.9480159376033082,1.1421826690197157,1.1312768350317102,-0.010905833988005487,-0.954823977268493,0.5324184317072008,0.5284689068965136,-0.003949524810687222,-0.7418084302647232,0.6427957054353203,0.6371808984540285,-0.005614806981291798,-0.8734978989147546
0.1,elbow_flex,0.7414633594280508,0.741463359428051,2.220446049250313e-16,2.220446049250313e-14,0.7129851585357518,0.7129851585357518,0.0,0.0,0.4218464247257086,0.4218464247257086,0.0,0.0,0.47155974838981873,0.4715597483898188,5.551115123125783e-17,2.220446049250313e-14
