
                        S T E P       1


                                INCREMENT     1


 displacements (vx,vy,vz) for set LOADED and time  0.1000000E+01

       245  1.137343E-02  1.839650E-04 -6.169558E-02
       246  1.142633E-02  1.983640E-04 -6.135576E-02
       272 -1.300229E-02 -1.614741E-04 -6.169914E-02
       274 -1.295052E-02 -1.728263E-04 -6.136131E-02
       279 -1.188914E-02 -1.417412E-04 -6.169129E-02
       280  1.026008E-02  1.645662E-04 -6.168770E-02
       282  1.031405E-02  1.854520E-04 -6.134779E-02
       283 -1.183707E-02 -1.600731E-04 -6.135371E-02
       926  1.142000E-02  1.993481E-04 -6.138921E-02
       927  1.141735E-02  1.962378E-04 -6.143559E-02
       928  1.140782E-02  1.934934E-04 -6.148072E-02
       929  1.139716E-02  1.882477E-04 -6.152711E-02
       930  1.139338E-02  1.865318E-04 -6.158042E-02
       931  1.138330E-02  1.824796E-04 -6.163221E-02
      1219 -1.296061E-02 -1.746161E-04 -6.139432E-02
      1220 -1.297227E-02 -1.723279E-04 -6.144082E-02
      1221 -1.297769E-02 -1.697068E-04 -6.148824E-02
      1222 -1.298732E-02 -1.647283E-04 -6.153695E-02
      1223 -1.299410E-02 -1.638951E-04 -6.158476E-02
      1224 -1.300158E-02 -1.602016E-04 -6.163756E-02
      1268  9.413698E-03  1.753007E-04 -6.484598E-02
      1269  7.701411E-03  1.620225E-04 -6.760656E-02
      1270  5.283925E-03  1.329342E-04 -6.975545E-02
      1271  2.359679E-03  8.684153E-05 -7.111129E-02
      1272 -8.179104E-04  3.420860E-05 -7.157205E-02
      1273 -3.997153E-03 -2.126482E-05 -7.110667E-02
      1274 -6.917621E-03 -7.374416E-05 -6.975395E-02
      1275 -9.333201E-03 -1.135170E-04 -6.760794E-02
      1276 -1.104425E-02 -1.375146E-04 -6.484953E-02
      1277  9.230207E-04  2.342950E-05 -6.258391E-02
      1278 -1.437237E-03  1.218785E-05 -6.313816E-02
      1279 -3.336834E-03 -8.574457E-06 -6.157282E-02
      1283  1.031244E-02  1.832524E-04 -6.138575E-02
      1284  1.030723E-02  1.798970E-04 -6.143164E-02
      1285  1.029686E-02  1.771042E-04 -6.147639E-02
      1286  1.028894E-02  1.730870E-04 -6.152271E-02
      1287  1.028314E-02  1.698470E-04 -6.157685E-02
      1288  1.027540E-02  1.662828E-04 -6.162875E-02
      1289  9.468530E-03  1.653160E-04 -6.450788E-02
      1290  7.756490E-03  1.393713E-04 -6.727083E-02
      1291  5.338753E-03  1.086004E-04 -6.941744E-02
      1292  2.416193E-03  7.408468E-05 -7.077200E-02
      1293 -7.643097E-04  3.794183E-05 -7.123433E-02
      1294 -3.940837E-03 -3.754130E-06 -7.077118E-02
      1295 -6.863172E-03 -4.483142E-05 -6.941689E-02
      1296 -9.281014E-03 -8.833378E-05 -6.727045E-02
      1297 -1.099467E-02 -1.271707E-04 -6.450973E-02
      1305  9.787006E-04  5.614431E-05 -6.224556E-02
      1306 -1.380911E-03  5.136328E-07 -6.279856E-02
      1307 -3.283303E-03 -4.409491E-05 -6.123078E-02
      1311 -1.185155E-02 -1.576179E-04 -6.139080E-02
      1312 -1.186111E-02 -1.564242E-04 -6.143643E-02
      1313 -1.186960E-02 -1.526439E-04 -6.148494E-02
      1314 -1.187634E-02 -1.494191E-04 -6.153194E-02
      1315 -1.188524E-02 -1.482914E-04 -6.158161E-02
      1316 -1.189300E-02 -1.435681E-04 -6.163359E-02
      2582 -4.140619E-03 -2.652276E-05 -6.417289E-02
      2583  3.095637E-04  3.342123E-05 -6.492285E-02
      2586  2.692573E-03  6.109902E-05 -6.448414E-02
      2587 -9.360188E-03 -1.055244E-04 -6.282202E-02
      2592  7.805755E-03  1.339453E-04 -6.288300E-02
      2598 -2.135686E-03  7.104931E-06 -6.855491E-02
      2600  1.853788E-03  6.317425E-05 -6.690282E-02
      2603 -6.266223E-03 -5.856868E-05 -6.657410E-02
      2606  4.721193E-03  1.060530E-04 -6.668563E-02
      2612  5.181406E-03  9.640941E-05 -6.335089E-02
      2621 -6.962905E-03 -6.876392E-05 -6.366259E-02
      2623 -3.832630E-03 -2.035048E-05 -6.668100E-02
      2625  3.041901E-03  5.913540E-05 -6.227207E-02
      2630 -5.334933E-03 -4.296171E-05 -6.237359E-02
      2631 -1.918955E-03  5.188560E-06 -6.576540E-02
      2633  5.294723E-04  4.997019E-05 -6.924353E-02
      2638 -2.842103E-04  3.169055E-05 -6.714389E-02
      2639 -8.418310E-03 -9.388283E-05 -6.536899E-02
      2641  7.000928E-03  1.350971E-04 -6.514510E-02
      2642 -4.667298E-03 -3.351007E-05 -6.867504E-02
      2646  3.037898E-03  8.922698E-05 -6.884310E-02
      2663 -4.085543E-03 -3.796257E-05 -6.383337E-02
      2664  3.665163E-04  4.003041E-05 -6.458538E-02
      2667  2.747306E-03  7.846099E-05 -6.414678E-02
      2668 -9.309477E-03 -1.195379E-04 -6.247917E-02
      2673  7.860459E-03  1.484305E-04 -6.254371E-02
      2679 -2.080354E-03  1.136259E-05 -6.821818E-02
      2681  1.907648E-03  6.547815E-05 -6.656529E-02
      2684 -6.211652E-03 -5.614841E-05 -6.623573E-02
      2687  4.775989E-03  1.051044E-04 -6.634840E-02
      2693  5.234056E-03  1.135960E-04 -6.301252E-02
      2702 -6.906872E-03 -8.037083E-05 -6.332140E-02
      2704 -3.778250E-03 -2.107257E-05 -6.634382E-02
      2706  3.095530E-03  8.315074E-05 -6.193185E-02
      2711 -5.279894E-03 -6.415301E-05 -6.203052E-02
      2712 -1.860835E-03  3.177802E-06 -6.542837E-02
      2714  5.841780E-04  4.952404E-05 -6.890413E-02
      2719 -2.295428E-04  3.518224E-05 -6.680651E-02
      2720 -8.365733E-03 -9.123800E-05 -6.503049E-02
      2722  7.056050E-03  1.351217E-04 -6.480736E-02
      2723 -4.612692E-03 -2.237901E-05 -6.833825E-02
      2727  3.092820E-03  8.217463E-05 -6.850516E-02
      2794 -2.376817E-03  1.676570E-05 -7.114563E-02
      2795  3.880366E-03  1.092623E-04 -7.048405E-02
      2796 -5.501516E-03 -4.565864E-05 -7.048019E-02
      2797 -1.126170E-02 -1.357128E-04 -6.406967E-02
      2798  9.599064E-03  1.716499E-04 -6.429207E-02
      2799  3.921720E-03  9.438357E-05 -7.022564E-02
      2800 -8.164812E-03 -6.748677E-05 -6.846039E-02
      2801  9.616354E-03  1.687207E-04 -6.418976E-02
      2802 -1.121009E-02 -1.373424E-04 -6.435339E-02
      2803  9.595255E-03  1.724795E-04 -6.434576E-02
      2804 -1.102723E-02 -1.277069E-04 -6.452747E-02
      2805  9.591619E-03  1.710075E-04 -6.433487E-02
      2806  8.221796E-03  1.594452E-04 -6.681433E-02
      2807  8.223964E-03  1.530517E-04 -6.677025E-02
      2808  6.277141E-03  1.315464E-04 -6.884837E-02
      2809  6.278589E-03  1.280811E-04 -6.880835E-02
      2810  3.892391E-03  9.951050E-05 -7.032101E-02
      2811  3.888143E-03  1.037404E-04 -7.036465E-02
      2812  1.221650E-03  6.416686E-05 -7.118941E-02
      2813  1.219046E-03  6.483346E-05 -7.123885E-02
      2814 -1.570187E-03  2.232442E-05 -7.137047E-02
      2815 -1.573142E-03  2.481415E-05 -7.132317E-02
      2816 -4.319025E-03 -1.818222E-05 -7.080195E-02
      2817 -4.305864E-03 -1.489805E-05 -7.075959E-02
      2818 -6.846352E-03 -5.564282E-05 -6.956236E-02
      2819 -6.540498E-03 -5.667492E-05 -6.980717E-02
      2820 -1.570577E-03  2.093110E-05 -7.142245E-02
      2821 -6.938153E-03 -5.368349E-05 -6.945601E-02
      2822 -9.000084E-03 -8.964103E-05 -6.772058E-02
      2823 -1.575632E-03  2.530960E-05 -7.127969E-02
      2824  3.887077E-03  9.672049E-05 -7.028353E-02
      2825  3.884719E-03  1.071190E-04 -7.041777E-02
      2826  6.270764E-03  1.243360E-04 -6.877945E-02
      2827  8.956333E-04  5.801230E-05 -7.115649E-02
      2828  9.596128E-03  1.701831E-04 -6.426349E-02
      2829  8.227998E-03  1.653466E-04 -6.684292E-02
      2830  8.544031E-03  1.677454E-04 -6.642800E-02
      2831 -1.119545E-02 -1.359837E-04 -6.431302E-02
      2832 -9.981407E-03 -1.169822E-04 -6.663596E-02
      2833 -1.007714E-02 -1.224011E-04 -6.656239E-02
      2834 -7.874466E-03 -8.389588E-05 -6.895011E-02
      2835 -1.007693E-02 -1.128939E-04 -6.642788E-02
      2836 -1.130179E-02 -1.357063E-04 -6.388979E-02
      2837  1.184831E-03  6.333325E-05 -7.115235E-02
      2838  6.269460E-03  1.391277E-04 -6.889757E-02
      2839  8.238044E-03  1.509902E-04 -6.671834E-02
      2840 -4.226505E-03 -2.070651E-05 -7.088379E-02
      2841  6.431398E-03  1.436442E-04 -6.881505E-02
      2842  1.223701E-03  6.637504E-05 -7.129869E-02
      2843 -1.743210E-03  1.801352E-05 -7.146765E-02
      2844 -5.456983E-03 -2.592943E-05 -7.022939E-02
      2845  8.559989E-03  1.527130E-04 -6.621853E-02
      2846 -1.017462E-02 -1.099039E-04 -6.610280E-02
      2847 -9.304032E-03 -9.100138E-05 -6.733132E-02
      2848 -4.624791E-03 -1.646151E-05 -7.060820E-02
      2849 -4.674487E-03 -3.061121E-05 -7.077896E-02
      2850  6.497991E-03  1.241718E-04 -6.856321E-02
      2851  6.489186E-03  1.482416E-04 -6.880438E-02
      2852 -8.117392E-03 -9.339357E-05 -6.879901E-02
      2853 -6.405208E-03 -5.749178E-05 -6.992703E-02
      2854 -8.599215E-03 -8.728784E-05 -6.818604E-02
      2855  8.385554E-04  5.703155E-05 -7.113870E-02
      2856  7.933506E-04  6.077260E-05 -7.141756E-02
      2857 -8.453804E-03 -8.878698E-05 -6.838291E-02
      2858 -1.023179E-02 -1.135046E-04 -6.613561E-02
      2859 -1.129157E-02 -1.398687E-04 -6.417683E-02
