sample_id,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,official_x,official_y,official_z,improved_x,improved_y,improved_z,ee_diff_m
0,0.0,0.0,0.0,0.0,0.0,0.3913614749908447,-9.212063559971284e-06,0.2264697104692459,0.3913614749908447,-9.212063559971284e-06,0.2264697104692459,0.0
1,-0.39814827313377377,1.0684191932415579,1.1378550025549155,-0.41953031756363224,-1.9024067321334686,0.06847956031560898,0.020322751253843307,-0.12150292098522186,0.06847956031560898,0.020322751253843307,-0.12150292098522186,0.0
2,-0.3687599904639218,-0.9027265008917046,-1.5333337263126783,0.6690153546765087,-0.9465300658095976,-0.12513726949691772,-0.05658024922013283,0.44887498021125793,-0.12513726949691772,-0.05658024922013283,0.44887498021125793,0.0
3,1.3836947840070621,0.8635538936281204,-0.7477308874917268,-0.5200943106549343,0.5989439569745825,0.11212924867868423,-0.41130027174949646,0.2145782709121704,0.11212924867868423,-0.41130027174949646,0.2145782709121704,0.0
4,1.0604499965742011,-0.7850238350993457,-0.8528832726759288,-0.8929400159510363,2.0074426939115426,-0.05353916063904762,0.1498408317565918,0.43896719813346863,-0.05353916063904762,0.1498408317565918,0.43896719813346863,0.0
5,-0.2495419486032131,1.0378463681277208,0.9817636763711635,-0.4067951297047536,-2.3290559960970736,0.12140531837940216,0.026662906631827354,-0.1334383487701416,0.12140531837940216,0.026662906631827354,-0.1334383487701416,0.0
6,-1.4574158263423125,0.2182410742379084,1.0497848366726212,-0.2736350930443292,-0.4471792205789842,0.05901746451854706,0.20720979571342468,-0.04411902278661728,0.05901746451854706,0.20720979571342468,-0.04411902278661728,0.0
7,-1.1321371900263313,-1.1148311415888184,-1.3263068683418067,-0.6909263997821892,-0.10000648474914575,-0.0994674414396286,-0.2929742932319641,0.2836434245109558,-0.0994674414396286,-0.2929742932319641,0.2836434245109558,0.0
8,-1.181490570850885,-1.1562688160521466,-0.9240916001337718,-1.197979838009219,-0.9007424484583804,-0.07692845910787582,-0.2660670876502991,0.28581610321998596,-0.07692845910787582,-0.2660670876502991,0.28581610321998596,0.0
9,-1.8380274129124279,0.2505267175623562,1.0463304355622634,-1.583586534572108,-1.3966954156524851,-0.042465779930353165,0.26804491877555847,0.13412940502166748,-0.042465779930353165,0.26804491877555847,0.13412940502166748,0.0
10,0.1056852000611439,1.6422258130331548,1.680566676262984,-1.6495115564064005,-1.6233838712265038,0.03104121796786785,0.008574308827519417,-0.0586182065308094,0.03104121796786785,0.008574308827519417,-0.0586182065308094,0.0
11,0.3256968518570482,0.7096177077904411,-0.5557854445636745,0.5683816040276384,-0.6631453998535619,0.3952041268348694,-0.11526673287153244,0.05837058648467064,0.3952041268348694,-0.11526673287153244,0.05837058648467064,0.0
12,0.11246350430415575,-0.4074178557000452,0.7417791621458942,-0.8439456516931649,1.0689264313815907,0.317828506231308,-0.03857726231217384,0.2659214437007904,0.317828506231308,-0.03857726231217384,0.2659214437007904,0.0
13,-0.38309479818489267,-0.27189976079018807,0.8935550350036903,0.7283255172487986,-2.7338174045467243,0.2064516544342041,0.07057372480630875,0.00446041626855731,0.2064516544342041,0.07057372480630875,0.00446041626855731,0.0
14,1.7219568893867634,0.42418774081799837,-1.462140010023492,-0.07968343131534539,0.14320888695565293,0.001108143711462617,-0.2401178628206253,0.4662308692932129,0.001108143711462617,-0.2401178628206253,0.4662308692932129,0.0
15,-1.9055230587720737,0.8338996132667038,0.48232649149316575,0.6452315299823128,-1.2137268599050732,-0.003701619105413556,0.10012457519769669,-0.1039704754948616,-0.003701619105413556,0.10012457519769669,-0.1039704754948616,0.0
16,0.899278482406102,-0.07213462070403276,0.9988696918824469,-1.1503581433897514,0.6476006362394773,0.21677859127521515,-0.23163512349128723,0.15521158277988434,0.21677859127521515,-0.23163512349128723,0.15521158277988434,0.0
17,-1.257304995829668,1.3720594565226394,1.6694067622215183,-1.1190149826897522,-0.8338394200791974,0.01879574917256832,-0.04305602237582207,-0.05497926473617554,0.01879574917256832,-0.04305602237582207,-0.05497926473617554,0.0
18,1.3097473935168575,0.758540681648777,0.10178687864893154,-0.36330876357332764,0.5675100261444124,0.1267915964126587,-0.3458363711833954,-0.0016785181360319257,0.1267915964126587,-0.3458363711833954,-0.0016785181360319257,0.0
19,-0.565406960917695,-0.7009364797293496,0.5777209536884573,-1.039138811933349,-0.9292904387652761,0.18738140165805817,0.10165908932685852,0.3867337703704834,0.18738140165805817,0.10165908932685852,0.3867337703704834,0.0
20,-1.216315076017357,1.380697714923861,1.238755716157152,1.271104249751035,1.6135185740291913,0.01696605607867241,-0.08236406743526459,0.14687785506248474,0.01696605607867241,-0.08236406743526459,0.14687785506248474,0.0
21,-1.1683607776938232,-1.6174694136600336,-0.30146722696693673,0.8921994925787928,2.6027412777073513,0.020310986787080765,-0.0546906404197216,0.40405380725860596,0.020310986787080765,-0.0546906404197216,0.40405380725860596,0.0
22,-1.7553114517002992,-1.6963043503693054,1.6516724659853805,-1.5388366662692141,0.028759628906169343,0.028863346204161644,0.054725516587495804,0.3008165657520294,0.028863346204161644,0.054725516587495804,0.3008165657520294,0.0
23,0.019997753399660034,0.7111351872486411,-0.7863162816312261,1.2377878571366339,-0.6853692105903106,0.35577356815338135,-0.001383317867293954,0.0503966324031353,0.35577356815338135,-0.001383317867293954,0.0503966324031353,0.0
24,0.2377683730436786,1.2215667548708926,0.1355330774807586,0.4476502373132083,0.057870342284066734,0.16978201270103455,-0.032215673476457596,-0.1549787074327469,0.16978201270103455,-0.032215673476457596,-0.1549787074327469,0.0
25,1.6217327470638891,-0.13313415493108716,-0.24406386882712794,-1.1449949544907019,0.9547054449276566,0.02319418638944626,-0.17857708036899567,0.44522160291671753,0.02319418638944626,-0.17857708036899567,0.44522160291671753,0.0
26,1.512779118345113,-0.8514876269382695,-0.4055354355383112,-1.5594281516976949,-0.3939875571428533,0.033273179084062576,0.14764420688152313,0.39946675300598145,0.033273179084062576,0.14764420688152313,0.39946675300598145,0.0
27,0.5655919922725663,-1.3037550230727908,0.9659176752837317,-1.2196012620259133,1.5775987733125145,0.08262668550014496,-0.03736785426735878,0.38214197754859924,0.08262668550014496,-0.03736785426735878,0.38214197754859924,0.0
28,-0.8130846381870152,0.1468378590285837,-0.08895318459504464,-0.397696829242945,1.9870217350900008,0.29074764251708984,0.2553936839103699,0.2771909236907959,0.29074764251708984,0.2553936839103699,0.2771909236907959,0.0
29,-0.7680411483307659,-1.102042875958341,0.884795930550585,0.06912261366265304,1.753799368711161,0.21018680930137634,0.15441501140594482,0.2513507902622223,0.21018680930137634,0.15441501140594482,0.2513507902622223,0.0
30,-1.3993159306851664,0.6633455090134022,-0.41123272132828226,1.1466883644955839,2.8289831879064273,0.09075799584388733,0.2836184799671173,0.003842804580926895,0.09075799584388733,0.2836184799671173,0.003842804580926895,0.0
31,1.7246907197023709,0.8938508854958047,-0.9324860320827483,0.8368438847641022,-1.3713418718830304,-0.011965744197368622,-0.3770892322063446,0.06069391220808029,-0.011965744197368622,-0.3770892322063446,0.06069391220808029,0.0
